height,weight,label
168,49,thin
121,56,fat
125,78,fat
188,49,thin
122,66,fat
181,68,normal
146,58,fat
144,40,normal
137,86,fat
141,58,fat
122,76,fat
175,42,thin
189,68,normal
198,50,thin
156,70,fat
135,56,fat
125,65,fat
183,51,thin
199,47,thin
152,75,fat
190,84,normal
200,42,thin
172,60,normal
114,54,fat
154,67,fat
188,50,thin
153,70,fat
185,55,thin
116,64,fat
154,67,fat
143,60,fat
113,81,fat
128,57,fat
173,45,thin
170,89,fat
161,45,thin
129,68,fat
174,62,normal
166,45,thin
117,48,fat
132,62,fat
191,72,normal
177,75,normal
163,89,fat
113,89,fat
167,78,fat
134,58,fat
142,44,normal
174,61,normal
183,62,normal
178,75,normal
145,41,normal
158,61,normal
158,86,fat
153,87,fat
180,50,thin
141,55,fat
137,52,fat
126,87,fat
164,66,normal
156,62,fat
186,77,normal
190,74,normal
146,44,normal
135,80,fat
181,76,normal
143,47,normal
122,65,fat
188,48,thin
192,72,normal
156,82,fat
187,48,thin
156,62,fat
157,84,fat
165,61,normal
148,52,normal
154,64,fat
177,61,normal
128,71,fat
199,65,thin
165,42,thin
132,56,fat
164,45,thin
125,42,fat
146,73,fat
135,58,fat
158,53,normal
144,86,fat
197,63,thin
171,60,normal
145,47,normal
178,44,thin
197,44,thin
137,61,fat
164,76,fat
118,59,fat
148,65,fat
166,66,normal
167,66,normal
144,75,fat
142,82,fat
194,46,thin
158,78,fat
112,55,fat
136,70,fat
188,51,thin
188,57,thin
195,89,normal
191,52,thin
200,43,thin
157,79,fat
153,60,fat
187,54,thin
110,64,fat
170,46,thin
161,77,fat
112,49,fat
110,57,fat
140,90,fat
139,88,fat
128,77,fat
131,79,fat
179,41,thin
119,56,fat
193,71,normal
130,48,fat
161,44,thin
191,75,normal
121,87,fat
150,83,fat
189,51,thin
126,81,fat
132,41,normal
112,69,fat
171,56,normal
123,88,fat
112,75,fat
146,72,fat
194,43,thin
130,47,fat
169,71,normal
150,46,normal
194,64,thin
161,77,fat
187,75,normal
167,58,normal
192,54,thin
152,75,fat
132,75,fat
128,87,fat
194,52,thin
143,47,normal
181,78,normal
129,71,fat
170,78,fat
135,58,fat
112,52,fat
137,44,normal
179,43,thin
147,81,fat
170,60,normal
117,64,fat
120,85,fat
192,46,thin
189,68,normal
176,56,thin
165,89,fat
164,57,normal
161,89,fat
147,90,fat
121,49,fat
155,76,fat
150,87,fat
132,40,normal
186,54,thin
188,66,normal
132,46,fat
120,49,fat
200,61,thin
124,78,fat
181,89,fat
194,88,normal
128,75,fat
175,59,normal
185,66,normal
118,84,fat
172,43,thin
127,40,normal
145,88,fat
127,40,normal
185,64,normal
189,45,thin
189,42,thin
176,60,normal
132,65,fat
150,41,thin
183,46,thin
184,49,thin
160,60,normal
121,58,fat
169,53,normal
184,73,normal
125,50,fat
164,40,thin
173,87,fat
125,89,fat
128,72,fat
177,72,normal
141,76,fat
151,48,normal
179,62,normal
156,84,fat
155,82,fat
145,44,normal
148,62,fat
160,66,fat
114,45,fat
127,82,fat
133,57,fat
138,50,fat
174,66,normal
196,56,thin
183,66,normal
186,87,fat
191,66,thin
164,45,thin
160,46,thin
172,64,normal
121,63,fat
169,85,fat
140,65,fat
178,40,thin
115,67,fat
191,66,thin
173,77,fat
175,82,fat
112,79,fat
194,40,thin
131,50,fat
128,51,fat
177,56,thin
173,77,fat
137,82,fat
168,41,thin
110,45,fat
187,59,thin
196,41,thin
175,44,thin
124,83,fat
200,61,thin
151,50,normal
151,66,fat
173,83,fat
126,50,fat
195,75,normal
141,45,normal
149,78,fat
185,86,fat
180,55,thin
113,77,fat
182,80,normal
128,86,fat
119,62,fat
111,86,fat
135,50,fat
129,54,fat
151,58,fat
165,75,fat
197,67,thin
175,81,fat
168,74,fat
149,85,fat
113,76,fat
156,52,normal
168,69,normal
189,53,thin
129,85,fat
167,64,normal
136,87,fat
156,48,normal
163,62,normal
145,76,fat
150,77,fat
195,50,thin
175,58,normal
117,45,fat
145,71,fat
133,73,fat
133,77,fat
126,84,fat
119,40,fat
119,80,fat
123,42,fat
130,41,normal
179,46,thin
183,73,normal
112,55,fat
195,74,normal
115,70,fat
193,51,thin
115,57,fat
177,85,fat
185,72,normal
126,63,fat
191,80,normal
115,49,fat
113,65,fat
200,64,thin
153,48,normal
133,72,fat
174,81,fat
162,74,fat
172,74,fat
148,85,fat
178,40,thin
126,63,fat
173,48,thin
147,79,fat
130,62,fat
115,80,fat
169,46,thin
112,79,fat
156,44,thin
155,52,normal
172,86,fat
189,58,thin
166,82,fat
145,58,fat
139,72,fat
149,79,fat
156,52,normal
180,59,thin
167,66,normal
198,52,thin
169,80,fat
113,88,fat
110,81,fat
172,51,thin
186,66,normal
160,75,fat
197,54,thin
141,49,normal
155,76,fat
120,64,fat
139,69,fat
152,66,fat
193,80,normal
176,58,normal
148,89,fat
154,66,fat
116,60,fat
191,74,normal
193,63,thin
139,40,normal
178,70,normal
135,88,fat
199,54,thin
168,56,normal
144,48,normal
184,64,normal
159,89,fat
179,45,thin
146,83,fat
118,47,fat
169,46,thin
185,82,normal
152,86,fat
164,60,normal
162,75,fat
173,55,thin
142,88,fat
127,76,fat
191,77,normal
141,43,normal
146,58,fat
196,85,normal
155,53,normal
115,54,fat
119,85,fat
172,41,thin
169,82,fat
169,65,normal
169,69,normal
196,63,thin
123,84,fat
135,56,fat
164,88,fat
124,54,fat
151,82,fat
175,82,fat
126,89,fat
148,65,fat
122,71,fat
142,73,fat
178,41,thin
127,43,fat
116,79,fat
200,68,thin
194,57,thin
180,87,fat
140,55,fat
173,56,normal
189,58,thin
146,45,normal
146,70,fat
197,41,thin
178,55,thin
182,82,normal
163,49,thin
190,72,normal
121,45,fat
113,48,fat
177,73,normal
111,52,fat
157,41,thin
125,65,fat
187,44,thin
116,82,fat
171,58,normal
155,41,thin
126,87,fat
177,80,fat
147,45,normal
185,75,normal
176,90,fat
129,48,fat
180,50,thin
186,59,thin
135,42,normal
180,64,normal
129,53,fat
193,87,normal
166,67,normal
200,66,thin
189,83,normal
158,81,fat
165,87,fat
124,49,fat
182,43,thin
155,54,normal
144,78,fat
119,64,fat
129,86,fat
173,54,thin
185,69,normal
118,53,fat
133,79,fat
112,56,fat
130,89,fat
110,42,fat
186,46,thin
144,46,normal
169,66,normal
111,63,fat
120,51,fat
188,60,thin
125,57,fat
127,62,fat
138,75,fat
126,61,fat
147,73,fat
126,67,fat
162,75,fat
161,57,normal
139,71,fat
177,73,normal
169,57,normal
191,46,thin
158,49,normal
120,54,fat
193,41,thin
172,88,fat
120,88,fat
139,82,fat
169,85,fat
171,81,fat
136,60,fat
198,70,thin
142,66,fat
177,76,normal
174,69,normal
173,80,fat
151,70,fat
191,52,thin
192,82,normal
189,64,thin
114,43,fat
134,41,normal
173,57,normal
198,43,thin
141,58,fat
169,89,fat
172,71,normal
182,41,thin
180,82,fat
146,75,fat
121,86,fat
194,45,thin
190,77,normal
160,49,normal
134,70,fat
150,58,fat
195,52,thin
198,72,thin
161,69,fat
200,55,thin
120,60,fat
159,88,fat
164,76,fat
197,76,normal
122,66,fat
179,64,normal
182,59,thin
197,44,thin
189,50,thin
134,74,fat
169,87,fat
122,57,fat
122,69,fat
139,73,fat
188,79,normal
146,73,fat
136,49,fat
145,84,fat
150,86,fat
134,56,fat
179,62,normal
171,47,thin
117,69,fat
146,47,normal
141,56,fat
176,68,normal
112,56,fat
161,72,fat
197,58,thin
171,86,fat
183,84,fat
116,84,fat
177,71,normal
163,66,normal
139,80,fat
141,43,normal
199,65,thin
142,89,fat
162,71,fat
163,58,normal
167,84,fat
187,76,normal
158,47,normal
111,53,fat
172,71,normal
184,81,normal
147,66,fat
128,76,fat
164,75,fat
184,41,thin
187,63,thin
185,61,thin
196,44,thin
154,86,fat
180,68,normal
196,52,thin
126,50,fat
197,79,normal
144,72,fat
137,61,fat
177,82,fat
122,47,fat
119,45,fat
168,45,thin
190,88,normal
173,66,normal
170,42,thin
174,54,thin
168,63,normal
117,42,fat
147,89,fat
133,60,fat
181,81,normal
124,87,fat
198,69,thin
169,57,normal
130,74,fat
132,74,fat
179,84,fat
117,76,fat
199,43,thin
115,44,fat
162,72,fat
156,47,normal
193,43,thin
128,54,fat
192,77,normal
172,87,fat
121,71,fat
130,81,fat
148,79,fat
138,74,fat
192,40,thin
125,50,fat
165,66,normal
149,53,normal
172,86,fat
125,66,fat
175,68,normal
132,59,fat
115,44,fat
140,85,fat
143,47,normal
121,86,fat
143,51,normal
170,70,normal
147,75,fat
194,52,thin
150,42,normal
199,57,thin
194,67,thin
127,64,fat
148,42,normal
111,66,fat
156,65,fat
130,79,fat
125,75,fat
128,67,fat
122,69,fat
193,60,thin
161,87,fat
196,71,thin
142,83,fat
182,68,normal
119,65,fat
192,88,normal
118,75,fat
126,87,fat
175,90,fat
153,67,fat
148,67,fat
133,78,fat
136,74,fat
133,41,normal
196,85,normal
115,76,fat
188,81,normal
184,57,thin
116,82,fat
143,76,fat
151,74,fat
183,82,normal
189,87,normal
120,64,fat
121,84,fat
118,64,fat
184,49,thin
193,82,normal
152,51,normal
175,88,fat
128,53,fat
139,63,fat
157,87,fat
195,63,thin
133,58,fat
114,69,fat
177,44,thin
180,76,normal
171,77,fat
194,85,normal
120,54,fat
198,42,thin
145,55,fat
127,53,fat
148,57,fat
180,48,thin
128,55,fat
125,60,fat
141,43,normal
118,59,fat
155,90,fat
187,86,normal
176,53,thin
184,82,normal
198,43,thin
119,51,fat
113,47,fat
139,49,fat
133,78,fat
187,47,thin
170,52,thin
147,75,fat
140,60,fat
128,66,fat
165,53,normal
153,76,fat
185,58,thin
135,44,normal
152,65,fat
148,50,normal
138,69,fat
158,65,fat
132,66,fat
182,61,thin
158,59,normal
136,58,fat
131,43,fat
145,79,fat
150,40,thin
130,71,fat
179,50,thin
110,50,fat
197,80,normal
167,72,fat
115,68,fat
169,60,normal
167,88,fat
187,40,thin
182,84,fat
172,55,normal
165,50,thin
120,45,fat
156,59,normal
189,89,normal
155,70,fat
186,64,thin
113,85,fat
114,66,fat
161,48,normal
196,40,thin
169,76,fat
123,45,fat
132,89,fat
136,70,fat
161,41,thin
161,86,fat
120,42,fat
193,82,normal
148,48,normal
170,88,fat
185,55,thin
171,63,normal
120,78,fat
142,61,fat
184,49,thin
130,48,fat
160,63,normal
135,54,fat
121,88,fat
169,48,thin
139,72,fat
144,88,fat
135,71,fat
128,66,fat
119,77,fat
155,65,fat
126,49,fat
186,78,normal
157,72,fat
141,51,fat
193,40,thin
131,43,fat
172,77,fat
114,67,fat
184,66,normal
172,84,fat
132,51,fat
172,45,thin
196,42,thin
176,51,thin
198,89,normal
157,76,fat
194,51,thin
170,48,thin
197,61,thin
196,51,thin
158,55,normal
196,48,thin
160,41,thin
171,69,normal
199,40,thin
116,45,fat
121,62,fat
198,41,thin
129,43,fat
160,54,normal
187,60,thin
183,79,normal
168,83,fat
162,66,fat
130,69,fat
173,65,normal
130,50,fat
176,56,thin
171,88,fat
187,65,normal
184,40,thin
186,63,thin
140,50,fat
174,70,normal
133,53,fat
120,46,fat
147,65,fat
113,45,fat
165,65,normal
178,69,normal
135,70,fat
144,84,fat
179,62,normal
131,67,fat
140,81,fat
171,43,thin
117,54,fat
155,68,fat
170,49,thin
146,62,fat
138,56,fat
118,65,fat
117,44,fat
156,61,fat
189,70,normal
140,83,fat
177,74,normal
185,87,fat
158,64,fat
182,43,thin
162,56,normal
194,90,normal
145,80,fat
176,79,fat
179,53,thin
145,57,fat
169,85,fat
154,42,thin
184,85,fat
119,79,fat
185,49,thin
128,78,fat
116,69,fat
181,41,thin
155,76,fat
119,69,fat
177,45,thin
185,83,normal
119,51,fat
113,87,fat
148,48,normal
130,43,fat
162,68,fat
147,86,fat
146,70,fat
144,84,fat
119,57,fat
149,84,fat
141,89,fat
166,72,fat
113,47,fat
175,60,normal
181,86,fat
126,67,fat
142,75,fat
152,41,thin
140,76,fat
176,67,normal
155,76,fat
160,60,normal
127,68,fat
185,44,thin
115,88,fat
156,68,fat
120,46,fat
121,40,fat
184,48,thin
191,70,normal
169,41,thin
139,73,fat
147,45,normal
127,45,fat
138,86,fat
171,54,thin
130,69,fat
130,54,fat
130,41,normal
125,71,fat
160,83,fat
158,78,fat
125,55,fat
125,64,fat
111,58,fat
189,56,thin
177,71,normal
132,62,fat
151,43,normal
170,67,normal
159,71,fat
185,42,thin
192,79,normal
117,74,fat
152,69,fat
191,42,thin
159,41,thin
125,70,fat
184,62,thin
145,77,fat
148,61,fat
123,85,fat
155,82,fat
147,41,normal
135,84,fat
177,89,fat
143,65,fat
135,62,fat
156,62,fat
141,90,fat
170,75,fat
117,44,fat
134,84,fat
118,60,fat
127,65,fat
181,84,fat
142,43,normal
133,66,fat
166,61,normal
126,56,fat
197,72,normal
149,46,normal
150,64,fat
137,80,fat
198,84,normal
155,41,thin
179,75,normal
141,76,fat
200,85,normal
113,87,fat
169,79,fat
147,48,normal
185,72,normal
126,81,fat
128,47,fat
134,77,fat
128,69,fat
174,51,thin
146,89,fat
173,64,normal
192,49,thin
166,53,normal
171,54,thin
164,57,normal
189,76,normal
168,68,normal
175,42,thin
175,84,fat
168,77,fat
149,83,fat
157,88,fat
168,57,normal
175,74,normal
161,79,fat
124,48,fat
161,73,fat
188,59,thin
193,85,normal
117,86,fat
132,59,fat
112,60,fat
113,53,fat
197,74,normal
127,69,fat
191,45,thin
162,78,fat
122,70,fat
124,52,fat
197,62,thin
186,82,normal
165,64,normal
135,74,fat
135,85,fat
122,82,fat
134,55,fat
173,57,normal
111,76,fat
192,49,thin
150,90,fat
168,69,normal
154,55,normal
133,68,fat
118,44,fat
153,85,fat
126,85,fat
139,79,fat
119,69,fat
157,66,fat
188,40,thin
191,86,normal
128,68,fat
163,89,fat
163,44,thin
140,50,fat
116,88,fat
169,42,thin
137,64,fat
154,55,normal
133,84,fat
161,54,normal
124,42,fat
146,57,fat
143,73,fat
181,84,fat
126,53,fat
129,46,fat
119,52,fat
196,58,thin
144,47,normal
129,41,normal
160,76,fat
158,43,thin
193,74,normal
175,52,thin
195,42,thin
126,71,fat
194,90,normal
154,49,normal
114,82,fat
176,80,fat
119,75,fat
147,56,fat
138,90,fat
133,75,fat
125,71,fat
129,55,fat
123,62,fat
141,84,fat
159,47,normal
127,59,fat
129,82,fat
147,48,normal
171,80,fat
119,72,fat
156,45,thin
198,42,thin
164,54,normal
191,59,thin
170,82,fat
188,45,thin
118,90,fat
119,57,fat
188,46,thin
187,43,thin
153,45,normal
141,65,fat
116,59,fat
136,75,fat
119,79,fat
122,59,fat
114,47,fat
144,90,fat
126,40,fat
164,72,fat
138,90,fat
184,71,normal
137,42,normal
178,80,fat
141,41,normal
189,74,normal
141,81,fat
161,68,fat
143,45,normal
166,78,fat
124,53,fat
123,62,fat
142,67,fat
113,47,fat
178,42,thin
132,54,fat
167,55,normal
200,51,thin
115,48,fat
182,89,fat
190,83,normal
184,64,normal
139,58,fat
169,60,normal
159,73,fat
152,50,normal
189,79,normal
197,55,thin
162,74,fat
156,90,fat
152,49,normal
189,72,normal
133,44,normal
135,46,fat
116,56,fat
181,90,fat
123,52,fat
162,85,fat
129,40,normal
116,70,fat
146,64,fat
195,56,thin
195,62,thin
119,83,fat
117,85,fat
182,82,normal
133,74,fat
128,68,fat
119,64,fat
199,68,thin
198,62,thin
129,47,fat
137,76,fat
117,65,fat
175,84,fat
129,84,fat
189,46,thin
131,60,fat
198,57,thin
171,73,normal
181,48,thin
190,58,thin
156,57,normal
164,43,thin
139,63,fat
143,71,fat
188,85,normal
129,70,fat
173,71,normal
169,65,normal
195,90,normal
122,55,fat
110,70,fat
176,71,normal
122,60,fat
171,66,normal
114,78,fat
146,89,fat
172,43,thin
175,54,thin
144,41,normal
138,90,fat
113,77,fat
176,73,normal
146,50,normal
189,65,thin
119,71,fat
136,48,fat
155,67,fat
172,69,normal
159,52,normal
136,44,normal
176,45,thin
158,83,fat
173,87,fat
191,74,normal
191,72,normal
120,64,fat
185,45,thin
110,54,fat
121,84,fat
111,44,fat
172,57,normal
166,58,normal
139,40,normal
164,41,thin
166,42,thin
130,74,fat
129,74,fat
131,87,fat
191,48,thin
169,52,thin
146,80,fat
118,49,fat
143,52,fat
148,76,fat
168,60,normal
178,75,normal
164,85,fat
123,75,fat
137,50,fat
150,56,normal
182,42,thin
170,74,fat
165,60,normal
133,75,fat
183,69,normal
165,86,fat
121,64,fat
156,71,fat
170,81,fat
124,51,fat
166,45,thin
151,40,thin
147,41,normal
197,46,thin
160,57,normal
184,54,thin
177,41,thin
178,68,normal
116,43,fat
179,72,normal
197,63,thin
182,83,fat
139,78,fat
171,84,fat
195,52,thin
125,68,fat
118,89,fat
170,66,normal
173,82,fat
179,63,normal
198,40,thin
184,88,fat
179,66,normal
133,79,fat
121,66,fat
147,79,fat
134,90,fat
143,77,fat
154,50,normal
157,50,normal
160,82,fat
186,74,normal
193,65,thin
163,59,normal
138,90,fat
196,44,thin
192,66,thin
174,45,thin
139,55,fat
199,75,normal
199,81,normal
129,55,fat
144,60,fat
186,83,normal
179,90,fat
114,76,fat
176,69,normal
132,44,fat
189,78,normal
121,80,fat
149,81,fat
199,85,normal
176,75,normal
181,77,normal
165,82,fat
164,41,thin
200,90,normal
175,79,fat
167,72,fat
155,65,fat
188,58,thin
118,51,fat
189,72,normal
148,63,fat
163,77,fat
156,52,normal
119,74,fat
186,90,fat
181,54,thin
121,63,fat
199,42,thin
177,73,normal
137,86,fat
180,49,thin
142,78,fat
134,54,fat
196,53,thin
110,75,fat
148,87,fat
140,81,fat
173,53,thin
181,80,normal
163,48,thin
119,77,fat
164,41,thin
170,55,normal
166,44,thin
118,57,fat
173,56,normal
116,87,fat
192,45,thin
162,57,normal
198,45,thin
192,85,normal
183,72,normal
117,52,fat
138,56,fat
198,66,thin
146,84,fat
178,47,thin
195,59,thin
142,56,fat
144,78,fat
168,52,thin
196,68,thin
117,69,fat
116,77,fat
157,56,normal
168,74,fat
200,56,thin
191,56,thin
190,87,normal
116,44,fat
119,60,fat
198,75,normal
129,78,fat
121,60,fat
200,79,normal
137,59,fat
165,56,normal
120,62,fat
181,43,thin
168,66,normal
179,82,fat
146,54,fat
118,44,fat
141,55,fat
193,55,thin
179,76,normal
121,71,fat
163,77,fat
155,79,fat
137,61,fat
196,86,normal
196,42,thin
130,74,fat
115,79,fat
172,76,fat
110,75,fat
161,40,thin
122,45,fat
172,69,normal
127,45,fat
140,79,fat
112,78,fat
153,70,fat
158,40,thin
173,85,fat
125,44,fat
128,56,fat
115,75,fat
125,67,fat
121,60,fat
148,48,normal
192,90,normal
127,77,fat
178,59,normal
128,90,fat
151,65,fat
176,83,fat
195,84,normal
155,76,fat
128,75,fat
125,81,fat
168,48,thin
189,66,thin
133,89,fat
171,45,thin
143,79,fat
138,42,normal
128,49,fat
183,74,normal
170,78,fat
120,81,fat
181,60,thin
119,82,fat
114,46,fat
116,73,fat
115,47,fat
155,68,fat
178,68,normal
163,49,thin
148,52,normal
139,58,fat
132,83,fat
118,57,fat
138,41,normal
143,72,fat
123,57,fat
182,85,fat
144,41,normal
121,83,fat
126,46,fat
114,70,fat
176,75,normal
169,68,normal
116,66,fat
160,86,fat
185,54,thin
141,43,normal
157,83,fat
141,65,fat
115,72,fat
172,45,thin
112,60,fat
141,65,fat
126,60,fat
199,85,normal
171,83,fat
137,78,fat
168,56,normal
137,81,fat
171,56,normal
119,46,fat
122,47,fat
116,48,fat
123,56,fat
194,51,thin
154,90,fat
180,56,thin
135,48,fat
197,47,thin
153,69,fat
122,83,fat
157,89,fat
120,46,fat
195,52,thin
160,52,normal
177,78,normal
137,49,fat
150,51,normal
126,73,fat
198,80,normal
145,71,fat
149,78,fat
182,58,thin
129,82,fat
152,63,fat
171,40,thin
165,52,normal
158,69,fat
157,46,normal
114,64,fat
140,58,fat
189,80,normal
113,74,fat
150,77,fat
180,56,thin
167,58,normal
133,79,fat
184,69,normal
131,40,normal
170,69,normal
185,51,thin
111,53,fat
190,63,thin
139,56,fat
143,84,fat
170,59,normal
120,54,fat
125,52,fat
174,60,normal
163,60,normal
187,73,normal
189,58,thin
153,59,fat
181,81,normal
146,45,normal
113,40,fat
167,55,normal
186,87,fat
152,60,fat
179,52,thin
186,67,normal
125,82,fat
183,53,thin
197,80,normal
178,86,fat
155,55,normal
192,48,thin
124,80,fat
165,51,normal
116,47,fat
114,63,fat
158,66,fat
180,45,thin
130,46,fat
159,82,fat
150,44,normal
139,82,fat
130,41,normal
123,45,fat
162,82,fat
183,79,normal
111,79,fat
171,63,normal
186,80,normal
174,67,normal
175,80,fat
168,74,fat
132,57,fat
115,69,fat
140,80,fat
132,59,fat
173,61,normal
154,84,fat
200,73,thin
113,57,fat
121,65,fat
126,58,fat
140,79,fat
119,60,fat
147,74,fat
168,41,thin
194,53,thin
176,56,thin
164,64,normal
196,85,normal
116,49,fat
126,76,fat
186,75,normal
151,53,normal
179,68,normal
179,62,normal
163,52,normal
174,63,normal
153,75,fat
131,41,normal
194,40,thin
170,86,fat
142,42,normal
128,65,fat
119,83,fat
185,73,normal
195,52,thin
150,55,normal
144,52,fat
164,59,normal
131,64,fat
181,80,normal
141,83,fat
182,61,thin
160,73,fat
195,71,normal
198,79,normal
154,88,fat
167,45,thin
127,79,fat
112,61,fat
182,74,normal
171,78,fat
155,53,normal
173,75,fat
138,90,fat
164,57,normal
178,67,normal
158,46,thin
121,41,fat
177,64,normal
172,50,thin
135,72,fat
122,83,fat
110,85,fat
130,62,fat
156,64,fat
119,48,fat
174,45,thin
133,41,normal
155,63,fat
191,71,normal
143,69,fat
153,49,normal
155,85,fat
185,52,thin
180,44,thin
111,77,fat
128,77,fat
192,55,thin
154,55,normal
172,87,fat
172,88,fat
168,79,fat
155,77,fat
149,48,normal
163,57,normal
129,75,fat
184,78,normal
126,81,fat
145,73,fat
199,42,thin
199,45,thin
111,56,fat
124,55,fat
168,60,normal
111,84,fat
151,62,fat
173,66,normal
142,52,fat
192,48,thin
126,79,fat
155,44,thin
157,65,fat
188,47,thin
171,72,normal
144,75,fat
176,58,normal
174,46,thin
151,58,fat
161,84,fat
177,90,fat
168,67,normal
176,59,normal
183,77,normal
127,75,fat
154,85,fat
160,76,fat
172,58,normal
137,47,fat
174,66,normal
182,68,normal
158,75,fat
168,70,normal
125,88,fat
140,44,normal
167,75,fat
200,85,normal
187,80,normal
134,51,fat
127,59,fat
125,82,fat
161,87,fat
134,87,fat
138,51,fat
152,84,fat
196,60,thin
153,83,fat
142,44,normal
163,82,fat
121,79,fat
176,48,thin
180,87,fat
150,87,fat
118,58,fat
111,72,fat
163,73,fat
159,61,normal
134,81,fat
168,48,thin
118,47,fat
125,62,fat
153,66,fat
143,82,fat
149,86,fat
169,61,normal
159,67,fat
125,74,fat
191,42,thin
116,42,fat
196,57,thin
114,90,fat
180,42,thin
184,90,fat
173,82,fat
171,66,normal
180,62,normal
140,80,fat
145,60,fat
139,73,fat
125,53,fat
198,45,thin
132,65,fat
120,52,fat
158,41,thin
141,78,fat
186,82,normal
137,59,fat
179,75,normal
167,70,fat
200,52,thin
174,87,fat
157,65,fat
120,45,fat
169,45,thin
119,74,fat
170,77,fat
166,55,normal
128,76,fat
116,74,fat
191,70,normal
163,89,fat
146,49,normal
110,69,fat
123,50,fat
145,69,fat
120,44,fat
170,57,normal
196,82,normal
174,67,normal
198,40,thin
180,90,fat
125,63,fat
159,64,fat
175,53,thin
164,52,normal
189,54,thin
134,89,fat
175,80,fat
116,90,fat
142,89,fat
161,68,fat
180,80,normal
163,74,fat
114,44,fat
149,54,normal
190,88,normal
118,74,fat
116,47,fat
179,68,normal
145,83,fat
191,87,normal
156,90,fat
145,86,fat
137,61,fat
190,57,thin
157,61,normal
183,79,normal
177,66,normal
125,66,fat
177,74,normal
132,61,fat
151,41,thin
148,43,normal
116,49,fat
129,65,fat
186,68,normal
178,51,thin
176,74,normal
194,42,thin
195,72,normal
147,67,fat
117,61,fat
165,53,normal
172,45,thin
189,88,normal
167,56,normal
111,81,fat
151,51,normal
185,48,thin
196,83,normal
176,84,fat
195,58,thin
136,46,normal
117,68,fat
119,43,fat
168,65,normal
162,43,thin
115,47,fat
125,90,fat
185,81,normal
190,40,thin
143,84,fat
110,62,fat
193,55,thin
194,51,thin
136,75,fat
158,80,fat
116,52,fat
139,67,fat
192,40,thin
134,52,fat
127,71,fat
183,80,normal
120,86,fat
112,45,fat
196,82,normal
161,49,normal
198,46,thin
176,42,thin
160,81,fat
123,48,fat
197,56,thin
174,43,thin
148,78,fat
136,53,fat
170,88,fat
135,84,fat
114,59,fat
154,86,fat
120,55,fat
121,45,fat
151,42,thin
129,75,fat
160,82,fat
174,44,thin
151,67,fat
135,65,fat
184,56,thin
176,57,thin
171,52,thin
150,53,normal
112,58,fat
182,71,normal
152,52,normal
137,55,fat
165,86,fat
122,43,fat
163,88,fat
113,85,fat
138,64,fat
161,43,thin
119,50,fat
171,42,thin
111,62,fat
110,66,fat
115,51,fat
128,65,fat
120,70,fat
161,54,normal
141,77,fat
159,73,fat
112,52,fat
129,90,fat
115,54,fat
159,53,normal
196,78,normal
134,90,fat
116,59,fat
138,68,fat
196,64,thin
162,74,fat
126,75,fat
134,58,fat
128,65,fat
146,53,normal
148,80,fat
177,78,normal
191,58,thin
152,49,normal
170,68,normal
116,63,fat
185,47,thin
193,43,thin
170,83,fat
110,64,fat
173,43,thin
150,76,fat
179,57,thin
180,41,thin
175,88,fat
155,76,fat
132,77,fat
169,85,fat
137,64,fat
157,89,fat
110,89,fat
154,45,normal
177,90,fat
140,65,fat
164,46,thin
158,53,normal
198,74,normal
168,68,normal
150,45,normal
192,74,normal
148,88,fat
110,61,fat
121,46,fat
163,86,fat
192,41,thin
141,43,normal
157,70,fat
127,73,fat
156,64,fat
143,58,fat
164,75,fat
197,45,thin
126,82,fat
170,90,fat
168,75,fat
132,87,fat
139,58,fat
197,81,normal
177,48,thin
156,67,fat
188,54,thin
175,84,fat
175,79,fat
140,77,fat
179,56,thin
175,87,fat
183,43,thin
121,86,fat
185,66,normal
154,73,fat
133,66,fat
174,77,fat
200,84,normal
162,89,fat
121,58,fat
111,84,fat
148,58,fat
132,75,fat
166,88,fat
191,63,thin
144,67,fat
157,41,thin
200,62,thin
119,71,fat
194,61,thin
194,67,thin
122,40,fat
122,50,fat
115,46,fat
138,57,fat
140,83,fat
192,55,thin
184,40,thin
158,77,fat
163,54,normal
138,73,fat
195,60,thin
114,66,fat
139,80,fat
165,54,normal
166,48,thin
121,61,fat
147,40,normal
115,40,fat
154,54,normal
183,72,normal
192,49,thin
161,89,fat
191,48,thin
156,63,fat
135,77,fat
172,41,thin
128,87,fat
148,72,fat
185,80,normal
200,89,normal
148,58,fat
121,85,fat
119,71,fat
174,48,thin
170,40,thin
142,79,fat
183,76,normal
136,41,normal
179,64,normal
160,71,fat
128,69,fat
176,65,normal
141,79,fat
197,40,thin
177,86,fat
176,49,thin
169,81,fat
165,43,thin
145,51,normal
169,79,fat
120,73,fat
167,41,thin
132,78,fat
188,57,thin
179,59,thin
118,60,fat
167,59,normal
123,70,fat
137,75,fat
156,40,thin
115,50,fat
126,66,fat
198,74,normal
171,63,normal
139,44,normal
158,58,normal
179,41,thin
184,66,normal
179,87,fat
171,71,normal
159,84,fat
168,77,fat
199,41,thin
126,57,fat
182,77,normal
177,89,fat
143,75,fat
199,88,normal
164,45,thin
178,40,thin
196,71,thin
186,46,thin
135,60,fat
127,75,fat
131,55,fat
129,69,fat
117,45,fat
191,63,thin
149,83,fat
169,40,thin
148,82,fat
191,90,normal
174,52,thin
136,51,fat
179,69,normal
181,63,normal
121,71,fat
195,49,thin
111,85,fat
194,62,thin
183,58,thin
124,42,fat
132,41,normal
